catalog_id,niche_id,niche_name,template_name,slug,page_type,conversion_objective,target_audience,primary_cta,section_sequence,required_controlled_nodes,required_future_nodes,required_editable_fields,visual_direction,thumbnail_strategy,structural_distinction_rationale,catalog_status
"TPL-712","29","Hospedagem de Charme e Alojamento Local","Hospedagem Apresentação de Pacotes","tpl-hotel-pacotes-e-condicoes","Landing de Vendas","Conversão para Pacotes Estruturados de Serviços","Clientes interessados em combos e condições especiais","Escolher Meu Pacote","hero -> services -> benefits -> form -> faq -> footer","HeroBlock;ServicesBlock;BenefitsBlock;FormBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,services_cards,benefits_items,form_fields,faq_items,copyright_text","Grelha de pacotes com marcadores visuais do mais popular","Grelha de serviços formatada como cartões de pacotes","Facilita a decisão de compra agrupando serviços em ofertas claras.","pilot_eligible"
"TPL-713","29","Hospedagem de Charme e Alojamento Local","Hospedagem Nossa História & Propósito","tpl-hotel-historia-e-proposito","Website Institucional","Conexão Emocional e Alinhamento de Valores","Clientes que valorizam a missão e reputação da empresa","Fazer Parte da Nossa História","hero -> about -> process -> team -> contact -> footer","HeroBlock;AboutBlock;ProcessBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,process_steps,team_members,contact_info,copyright_text","Narrativa em linha do tempo com fotografias institucionais","Secção About com bloco de estatísticas e imagens de bastidores","Constrói lealdade de longo prazo mostrando a trajetória e propósito do negócio.","pilot_eligible"
"TPL-714","29","Hospedagem de Charme e Alojamento Local","Hospedagem Jornada do Cliente","tpl-hotel-solucao-passo-a-passo","Landing Educacional","Desmistificar o Processo de Prestação do Serviço","Clientes receosos quanto à complexidade do serviço","Iniciar Minha Jornada","hero -> process -> services -> testimonials -> form -> footer","HeroBlock;ProcessBlock;ServicesBlock;TestimonialsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,services_cards,testimonials_list,form_fields,copyright_text","Fluxo numérico progressivo (Passo 1, 2, 3) bem marcado","Infográfico do processo de 4 passos com conectores visuais","Reduz a ansiedade do cliente mostrando exatamente o que acontece em cada fase.","pilot_eligible"
"TPL-715","29","Hospedagem de Charme e Alojamento Local","Hospedagem Oferta de Boas-Vindas","tpl-hotel-primeira-visita-especial","Landing Page Direta","Captação de Novos Clientes com Condição Especial","Público que nunca utilizou os serviços da empresa","Garantir Oferta de Boas-Vindas","hero -> benefits -> form -> testimonials -> footer","HeroBlock;BenefitsBlock;FormBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,benefits_items,form_fields,testimonials_list,copyright_text","Badge destacado de oferta exclusiva no Hero","Hero com selo de Boas-Vindas e formulário de inscrição direta","Incentiva a experiência inicial através de um incentivo exclusivo para novos clientes.","pilot_eligible"
"TPL-716","29","Hospedagem de Charme e Alojamento Local","Hospedagem Sales Page VSL Longa","tpl-hotel-vsl-video-sales-page","Sales Page Longa","Conversão via Vídeo de Vendas (VSL) e Pitch Estruturado","Leads de tráfego frio preparados por apresentação em vídeo","Garantir Vaga no Programa","hero_vsl -> benefits -> testimonials -> faq -> footer","BenefitsBlock;TestimonialsBlock;FaqBlock;FooterBlock","HeroVslBlock","headline,video_url,cta_primary_text,benefits_items,testimonials_list,faq_items,copyright_text","Container de vídeo centralizado com foco total na apresentação VSL","Player de vídeo VSL em topo escuro e botão CTA revelado abaixo","Focado em conversão audiovisual para infoprodutos e mentorias de alto valor.","blocked_by_node_registry"
"TPL-717","29","Hospedagem de Charme e Alojamento Local","Hospedagem Planos & Tabela de Pricing","tpl-hotel-tabela-de-precos-saas","Produto / Demo / Trial","Seleção de Planos Mensais/Anuais e Free Trial","Decisores de compra avaliando pacotes e limites de software","Assinar Plano Selecionado","hero -> pricing_table -> benefits -> faq -> footer","HeroBlock;BenefitsBlock;FaqBlock;FooterBlock","PricingTableBlock","headline,subheadline,pricing_plans,features_comparison,faq_items,copyright_text","Cartões de preços comparativos com alternador Mensal/Anual","Grelha de 3 planos de preços com destaque para o plano recomendado","Transparência total de preços e funcionalidades para SaaS e assinaturas.","blocked_by_node_registry"
"TPL-718","29","Hospedagem de Charme e Alojamento Local","Hospedagem Mostra de Portfólio & Projetos","tpl-hotel-galeria-portfolio-projetos","Website/Portfólio","Exibição Visual de Projetos Concluídos","Clientes de alto padrão avaliando qualidade estética e acabamento","Solicitar Projeto Semelhante","hero -> gallery_grid -> process -> contact -> footer","HeroBlock;ProcessBlock;ContactBlock;FooterBlock","GalleryGridBlock","headline,subheadline,gallery_images,project_categories,contact_info,copyright_text","Grelha masonry de alta resolução com lightbox interativo","Galeria visual de projetos com filtros por categoria","Demonstra a excelência técnica através do trabalho visualmente concluído.","blocked_by_node_registry"
"TPL-719","29","Hospedagem de Charme e Alojamento Local","Hospedagem Calculadora Interativa de Cotação","tpl-hotel-simulador-calculadora-cotacao","Landing de Cotação","Estimativa Interativa em Tempo Real pelo Cliente","Clientes que desejam calcular o investimento aproximado","Enviar Resultado da Simulação","hero -> interactive_calculator -> form -> faq -> footer","HeroBlock;FormBlock;FaqBlock;FooterBlock","CalculatorBlock","headline,subheadline,calculator_fields,form_fields,faq_items,copyright_text","Sliders e seletores interativos com valor total calculado em tempo real","Calculadora interativa com controles deslizantes e resultado estimado","Engaja o utilizador permitindo simular o valor exato da sua necessidade.","blocked_by_node_registry"
"TPL-720","29","Hospedagem de Charme e Alojamento Local","Hospedagem Agendador com Calendário Ao Vivo","tpl-hotel-calendario-agendamento-online","Landing de Marcações","Reserva Direta de Data e Horário em Agenda Integrada","Clientes que preferem selecionar o dia e hora no momento","Confirmar Data e Horário","hero -> booking_calendar -> testimonials -> footer","HeroBlock;TestimonialsBlock;FooterBlock","BookingCalendarBlock","headline,subheadline,available_slots,testimonials_list,copyright_text","Calendário interativo com escolha de horário em tempo real","Widget de calendário mensal com seleção de slots de horário","Elimina trocas de mensagens agendando a reunião/consulta diretamente.","blocked_by_node_registry"
"TPL-721","29","Hospedagem de Charme e Alojamento Local","Hospedagem Comparativo de Soluções B2B","tpl-hotel-tabela-comparativa-recursos","Produto / Demo / Trial","Demonstração de Superioridade em Relação a Alternativas","Compradores B2B comparando concorrentes e funcionalidades","Escolher a Solução Líder","hero -> comparison_table -> benefits -> form -> footer","HeroBlock;BenefitsBlock;FormBlock;FooterBlock","ComparisonTableBlock","headline,subheadline,comparison_matrix,benefits_items,form_fields,copyright_text","Tabela comparativa com marcas de verificação (checkmarks) e destaques","Tabela comparativa matricial com a empresa destacada na 1ª coluna","Prova a vantagem competitiva de forma transparente através de matriz de recursos.","blocked_by_node_registry"
"TPL-722","29","Hospedagem de Charme e Alojamento Local","Hospedagem Catálogo Filtrável de Soluções","tpl-hotel-catalogo-com-filtros-avancados","Website/Portfólio","Navegação por Granularidade de Nichos e Equipamentos","Clientes B2B buscando especificações técnicas detalhadas","Solicitar Ficha Técnica e Cotação","hero -> filtered_catalog -> contact -> footer","HeroBlock;ContactBlock;FooterBlock","FilteredCatalogBlock","headline,subheadline,catalog_items,filter_categories,contact_info,copyright_text","Filtros por categoria no topo e cartões com badges técnicos","Barra de filtros de produtos e grelha de resultados organizados","Facilita a busca em inventários extensos de serviços ou equipamentos.","blocked_by_node_registry"
"TPL-723","29","Hospedagem de Charme e Alojamento Local","Hospedagem Experiência Virtual & Espaço","tpl-hotel-tour-virtual-galeria-360","Captação e Reserva","Apresentação Imersiva de Ambientes e Instalações","Noivas, organizadores de eventos e clientes de imobiliário","Agendar Visita Presencial","hero -> virtual_tour -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","VirtualTourBlock","headline,subheadline,embed_tour_url,testimonials_list,form_fields,copyright_text","Visualizador panorâmico imersivo com botões de navegação","Preview de tour virtual 360 com ícone de navegação interativa","Encanta o cliente mostrando o espaço físico em alta definição antes da visita.","blocked_by_node_registry"
"TPL-724","29","Hospedagem de Charme e Alojamento Local","Hospedagem Linha do Tempo & Tradição","tpl-hotel-linha-do-tempo-historica","Website Institucional","Demonstração de Tradição, Anos de Mercado e Milestones","Grandes contas corporativas buscando estabilidade e tradição","Falar com Nossa Gestão","hero -> timeline_history -> team -> contact -> footer","HeroBlock;TeamBlock;ContactBlock;FooterBlock","TimelineHistoryBlock","headline,subheadline,timeline_events,team_members,contact_info,copyright_text","Linha vertical cronológica com pontos de destaque históricos","Linha do tempo interativa marcando anos e conquistas da empresa","Transmite solidez e confiança comprovando anos de atuação no mercado.","blocked_by_node_registry"
"TPL-725","29","Hospedagem de Charme e Alojamento Local","Hospedagem Cardápio Interativo & Menus","tpl-hotel-menu-degustacao-cardapio","Captação e Reserva","Apresentação de Opções de Menus e Buffets para Eventos","Organizadores de eventos e noivos escolhendo gastronomia","Solicitar Degustação do Cardápio","hero -> interactive_menu -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","InteractiveMenuBlock","headline,subheadline,menu_categories,testimonials_list,form_fields,copyright_text","Abas organizadas por pratos (Entradas, Principais, Sobremesas) com fotos","Cardápio em abas estilizadas com imagens de gastronomia","Estimula o desejo gastronómico apresentando os menus de forma elegante.","blocked_by_node_registry"
"TPL-726","30","Clínicas Veterinárias e Hotel Pet","Clínicas Direct Ads Express","tpl-vet-ads-captura-rapida","Landing Page Direta","Captura Imediata de Leads Google/Meta Ads","Pacientes/clientes urgentes em busca de atendimento direto","Solicitar Atendimento Imediato","hero -> form -> benefits -> testimonials -> footer","HeroBlock;FormBlock;BenefitsBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,form_fields,submit_button_text,benefits_list,testimonials_list,copyright_text","Clean responsivo com destaque para formulário de conversão direta","Renderização do formulário em topo claro e CTA com contraste","Foco exclusivo em conversão de fundo de funil com formulário acima da dobra e sem fuga.","pilot_eligible"
"TPL-727","30","Clínicas Veterinárias e Hotel Pet","Clínicas Agendamento VIP","tpl-vet-agendamento-consulta-vip","Landing de Marcações","Agendamento Direct de Primeira Consulta","Clientes qualificados procurando atendimento exclusivo","Agendar Consulta VIP","hero -> services -> process -> testimonials -> contact -> footer","HeroBlock;ServicesBlock;ProcessBlock;TestimonialsBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,badge_text,services_cards,process_steps,testimonials_list,contact_info,copyright_text","Tom premium com cartões espaçados e etapas do processo ilustradas","Hero com destaque de especialidades e botão de agendamento em destaque","Apresenta a jornada de atendimento passo a passo para gerar confiança no agendamento.","pilot_eligible"
"TPL-728","30","Clínicas Veterinárias e Hotel Pet","Clínicas Institucional Autoridade","tpl-vet-institucional-autoridade","Website Institucional","Construção de Autoridade de Marca e Apresentação de Equipa","Clientes corporativos e parceiros estratégicos","Conhecer Soluções da Empresa","hero -> about -> services -> team -> contact -> footer","HeroBlock;AboutBlock;ServicesBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,services_cards,team_members,contact_info,copyright_text","Design corporativo sóbrio com tipografia forte e fotos da equipa","Preview da secção de história e griha de membros da equipa","Posiciona o negócio como líder de mercado através da história e equipa médica/profissional.","pilot_eligible"
